aaab 昌明
eriee 洗垢求瘢
eriej 渙如冰釋
eriej 渙若冰釋
erife 深谷為陵
erifl 洛神
erifl 河神
erihm 河底
erilm 洛神賦
eriqr 汎浩摩蒼
erir 澹台.公冶
erjbj 河南
erjbu 河南省
erjbu 滿口胡說
erjde 活字版
erjfe 洗垢索瘢
erjfp 澡垢索疵
erji 水戰
erjjm 減輕
erjjm 浩翰
erjln 治事
erjmc 活寶
erjmg 浴室
erjmo 治家
erjnd 活字
erjtg 活塞
erjv 治安
erk 浩大
erkfi 治療法
erkfr 沒可奈何
erkkf 治療
erkld 活存
erklr 淫言狎語
erkmb 治病
erks 活力
erksi 河套
erlb 浴巾
erlbu 浴帽
erldf 沾襟
erlhi 洛衫磯
erlij 河蚌
erlir 流言蜚語
erlll 河川
erlmp 河北
erlpu 河北省
erlvk 減數
ermbc 活頁
ermby 淚如雨下
ermby 汗如雨下
ermco 活頁夾
ermcp 活頁紙
ermcw 河西
ermdl 浞訾栗斯
ermfj 治平
ermfn 活不了
ermfo 深信不疑
ermfp 泥古不化
ermgg 治理
ermgu 活現
ermig 減至
ermiu 洛磯山
ermjr 沽名干譽
ermkb 海闊天高
ermkg 減壓
ermkm 海闊天空
ermnq 桑落瓦解
ermpo 活死人
ermpr 清詞麗句
ermqo 水磨工夫
ermr 水路
ermru 水落石出
ermrw 海枯石爛
ermrw 水枯石爛
ermtd 滴露研珠
ermtd 滴露研硃
ermtn 減刑
ermvb 沾脣
ermvr 沽名要譽
ermwl 河面
ermy 治下
ermyi 活下去
ernau 減免
ernau 減色
ernbq 溶解
erngj 瀝膽墮肝
ernld 減除
ernlh 洛陽
ernlo 河隄
ernls 河防
ernmm 減弱
ernok 流言飛文
ernor 流言飛語
ernpj 瀝膽隳肝
ernqe 溶解度
ernqf 溶解熱
ernqm 溶解性
ero 溶入
ero 活人
erob 河內
erofb 游騎無歸
eroha 河伯
erohm 減低
erokf 浩繁
eroln 浴佛
eroln 活佛
eroma 活會
eromc 減價
eromc 治兵
eroml 活命
eromn 沿例
eromr 溶合
erond 浩氣
erond 沼氣
eronl 浴佛節
erono 活像
eroom 沒石飲羽
erop 溶化
erop 活化
eroqq 減俸
eroum 浴缸
erphm 活性
erpmf 活性碳
erpmf 活性炭
erpmn 活性劑
erpt 治世
erq 沾手
erqan 沐浴春風
erqej 瀝膽披肝
erqet 滿招損，謙受益
erqrc 減損
erqrs 泥古拘方
erqwh 瀝膽抽腸
err 活口
err 河口
errbr 沽名吊譽
errmg 活躍
errmr 活路
errmr 沿路
errsu 減號
ersma 沿習
ersqf 河馬
ertbm 泥菩薩過江
ertcb 活期
ertde 漱口藥水
erteh 浩蕩
ertev 浩茫
erthh 浩浩蕩蕩
ertja 活著
ertja 沿著
ertlj 沿革
ertoo 浩歎
ertot 盜名欺世
ertsn 清官難斷家務事
ertub 河朔
ertuf 洞如觀火
ertuf 洞若觀火
ertyl 減薪
eru 河山
eruat 海誓山盟
erumj 沿岸
erumj 河岸
ervdr 淫言媟語
ervfa 減縮
ervfc 治績
ervfe 減緩
ervfe 沿線
ervfr 活絡
ervgv 治裝
ervlk 減收
ervnd 治好
ervtd 溶媒
erwcm 沽譽買直
erwfq 河畔
erwfr 溶點
erwim 治國
erwly 治罪
eryav 減退
erybj 河運
erycb 洽商
erydl 減速
eryen 淫言詖行
eryhs 河邊
eryhv 浴衣
eryjj 洽辦
erykm 減產
erykm 治產
erym 沾上
erymk 溢言虛美
eryod 沿途
erypv 沿襲
eryra 洽詢
eryrf 洽談
eryro 活該
erytu 河道
eryvr 淫詞褻語
eryxn 溶劑
eschd 活動分子
esdqb 桑樞韋帶
esdus 桑戶棬樞
ese 污水
esebj 洶湧淜湃
esehj 滂湃
esehj 洶湧澎湃
esejb 滂沛
esejp 滂沱
esejs 滂渤
esend 污染
eseoy 渤海
esesp 污泥
esewi 污濁
esewj 滂澤
esghj 洶湧彭湃
esghr 污垢
esgod 激勵士氣
esgou 湧起
eshae 湧泉
eshdh 污穢
eshet 流芳後世
eshjg 決勝千里
eshjr 流芳千古
eshnb 滿城風雨
eshnb 淵湧風厲
eshqh 污物
eshsr 流動戶口
eshti 污衊
eshwv 汰劣留良
eslp 活動中心
esmat 流芳百世
esmcc 流動資金
esmcm 流動資本
esmfr 深藏不露
esmgu 湧現
esmtw 沅茞醴蘭
esmvi 污辱
esmyf 混作一談
esneu 水力發電
esnir 污名
esnoc 消防隊員
eso 湧入
esofs 法力無邊
esor 流動人口
esppj 流動比率
esqrc 污損
esrnb 又作別論
essgj 浮動匯率
estik 洞房花燭夜
estjs 桑戶蓬樞
estpi 洞房花燭
estrm 深藏若虛
estwi 污蔑
esuab 水秀山明
esuu 湧出
esuuo 湧出來
eswfr 污點
esym 湧上
esymo 湧上來
esynb 桑樞甕牖
esyog 湧進
esyyb 活動卡通
etab 澄明
etabe 溫暖
etahi 深耕易耨
etaj 水草
etarf 溫煦
etate 溫開水
etbcj 盜賊
etbhu 淚迸腸絕
etbkf 溘然
etbkf 泣然
etbq 濫用
etbq 盜用
etbvg 濫墾
etcgf 漏盡鍾鳴
etcgf 漏盡鐘鳴
etcve 盜錄
ete 溫水
ete 瀘水
eteaa 泄泄沓沓
eteag 溫潤
etebb 澄清湖
etech 泣涕
etecu 溢洪道
etegj 染藍涅皁
eteht 盪盪
etemj 盜汗
etemw 溫酒
eteod 盪滌
eteqb 澄清
etesb 泄漏
etetb 溢滿
etete 盪漾
eteuj 流血流汗
eteyk 澄澈
eteyo 河奔海聚
etfd 水蒸氣
etgea 溫馨
etgif 溫熱
etgwc 盜賣
ethae 溫泉
ethbi 盪舟
ethbt 泣血
ethdn 溢利
ethdr 溫和
ether 溫泉浴
ethfo 水盡鵝飛
ethil 泣鬼神
ethpl 盜印
ethrv 溫和派
etiav 溫良
etid 溫床
etiej 溫度計
etiev 溫度表
etiig 混世魔王
etill 溫州
etisf 氾濫成災
etisf 汎濫成災
etite 溫度
etjcb 盜竊
etjdd 涉世未深
etjdr 水耕栽培
etjmg 溫室
etjnl 涵蓋乾坤
etjnq 沒世窮年
etjrk 溫故
etjvd 盜案
etkce 濫殺
etkld 溫存
etkpb 溫帶
etksd 流體力學
etlga 溫書
etllc 溫順
etlle 盜版
etmad 溫厚
etmfb 水泄不通
etmfn 沒世不渝
etmfp 沒世不忘
etmhg 溫雅
etmrj 溫哥華
etmro 濫砍
etmt 水葬
etnbh 濫觴
etndl 溫柔鄉
etnhd 溫柔
etnoe 濫發
etofj 沒世無聞
etoi 濫伐
etoi 盜伐
etoic 盜領
etoiu 溫飽
etomc 溢價
etop 水花
etopy 活血化瘀
etp 澄心
etpqb 濫情
etpqb 溫情
etqej 瀝血披肝
etqep 瀝血披心
etqgc 沙盤推演
etrlp 瀝血叩心
etsek 淵澄取映
etsfl 溫馴
etsje 濫取
etsje 盜取
etsjf 酒酣耳熱
etsly 盜匪
etsma 溫習
etstj 汗血鹽車
ett 水井
ettaa 添鹽著醋
ettag 盜墓
ettfu 盪鞦韆
ettgk 溫美
ettgk 溢美
etthu 盜首
ettmt 濫葬
ettn 水瓶
ettqm 溫差
ettri 浴血苦戰
etujn 水盡山窮
eturn 海盟山咒
etuu 盪出
etuu 溢出
etvdo 濫好人
etvfu 溫純
etvju 溫婉
etvlk 溢收
etvwa 油鹽醬醋
etwrm 洪爐點雪
etwwg 盜壘
etyck 濫交
etyhc 溫顏
etyhr 濫造
etyk 溫文
etyql 溘逝
etyrb 濫調
etyry 泣訴
etyu 水荒
etyub 涵蓋充周
euaau 油光晶亮
euafh 泡影
euafn 洗照片
euagn 江山易改，本性難移
euagn 江山易改，秉性難移
euagn 江山易改，稟性難移
euahm 流星
euaip 洪荒時代
euamb 流星雨
euamg 流量
euamy 江流日下
euanp 沉悶
euanp 沈悶
eubbt 流體
eubcl 洗腳
eubcu 洗脫
eubhd 酒色財氣
eubjj 湘軍
eubm 況且
eubni 沉冤
eubni 沈冤
euboo 洗臉
eubot 洗臉盆
eubum 沉睡
eubum 沈睡
eubvw 洗腦
euc 淘金
eucii 洗錢
eucir 湄公河
eucsc 鴻函鉅櫝
euddh 沈鬱
eudht 江淹才盡
eudmf 流標
eudnb 流刺網
eudur 漱流枕石
eue 流水
eue 澆水
eue 淹水
eue 淝水
eue 泡水
eue 汜水
eueah 泡湯
euebd 洗淨
euebd 沉浮
euebd 沈浮
euebg 婆說婆有理
euebr 涵洞
euebw 淚流滿面
euebw 汗流滿面
euecg 決疣潰癰
euecr 洗浴
eueda 洗澡間
euedj 泡沫
eueeb 油光水滑
eueeh 沈澱物
eueei 沈澱法
eueen 沒完沒了
eueev 沒眉沒眼
euefh 流沙
euehf 洗燙
euehk 港澳
euehk 流淚
euehv 流派
eueib 流水席
eueic 淘汰賽
eueiv 流浪
euejf 流瀉
euekb 流滯
euekb 沈滯
eueki 淘汰
euelv 流水帳
euem 滬江
euem 湘江
euem 沅江
euemj 流汗
euemw 沈湎
euene 淹沒
euene 沉沒
euene 沈沒
euenm 流涎
euenm 沉溺
euenm 沈溺
euens 洶湧
eueob 沉淪
eueob 沈淪
eueob 汗流浹背
eueob 汗出浹背
eueob 汗流浹膚
eueod 洗滌
eueog 汗流浹踵
eueot 汗流浹體
eueoy 港海
euepd 澠池
euepu 淘淘
euepu 泡泡
eueqb 洗清
euerb 汗出洽背
euerb 汗流洽背
euerd 洗澡
euerv 汗流洽衣
euese 沉澱
euese 沉浸
euese 沈澱
euese 沈浸
euesg 洗濯
euest 氾濫
euetg 澆灌
eueud 水流濕，火就燥
eueur 泡泡糖
euevf 滿目淒涼
euevn 港灣
euevo 流浪漢
eueyb 澆漓
eueyg 流注
eueyr 河目海口
eufd 淘米
eufff 流鶯
eufff 油澆火燎
euffi 流螢
eufgf 湯燒火熱
eufik 洞幽燭微
eufiv 洞幽燭遠
eufkb 港幣
eufkt 流弊
eufmu 流光
eufvv 波光粼粼
eugdc 海涵地負
eughj 港埠
eugi 洗去
eugim 流域
eugis 洗劫
euhbr 流向
euhbt 流血
euhcr 沉積岩
euhda 沉香
euhda 沈香
euhdc 沉積
euhdc 沈積
euhdg 流程
euhdn 流利
euhdp 沉穩
euhfp 澆愁
euhgs 流動
euhgw 流程圖
euhjg 沉重
euhjg 沈重
euhjr 涵管
euhlc 流質
euhmb 溫枕扇席
euhmf 溯流徂源
euhnb 流行病
euhni 流風
euhnm 流行性
euhno 流行歌
euhnr 流行語
euhoi 潔己從公
euhon 流行
euhoo 流徙
euhqo 流失
euhsm 流動性
euhyr 沈船
euief 溯流求源
euift 洗禮
euiie 澆冷水
euimk 漸趨式微
euioo 酒色之徒
euiop 河山之德
euipf 浣熊
euipg 洗塵
euitq 清規戒律
eujal 港都
eujbj 湘南
eujbr 溘先朝露
eujcm 淘空
eujcv 流竄
eujew 泡麵
eujgn 漫山塞野
eujhj 淺見寡聞
eujhr 沈密寡言
eujji 流轉
eujme 流寇
eujnd 深山窮林
eujnf 溯流窮源
eujnr 深山窮谷
eujpd 深山老林
eujud 深山密林
eujwb 流寓
eujye 沉寂
eujye 沈寂
eukbb 河山帶礪
eukbe 沾親帶友
eukbk 沾親帶故
eukbv 濃眉大眼
eukli 沒毛大蟲
eukmn 沈疔
eukn 港九
euknb 沉痛
euknb 沈痛
eukob 汗流夾背
eukoh 泡疹
eukrn 滿目瘡痍
eulht 混沌初開
eulks 洛克斐勒
eullh 流暢
eullj 洗牌
eumad 沉厚
euman 法出一門
eumbi 流雲
eumbm 洗雪
eumbr 流露
eumbu 流電
eumcb 汕頭市
eumck 洗頭髮
eumfb 洗不清
eumfp 沒齒不忘
eumfr 深沈不露
eumgg 流理臺
eumgg 汗流至踵
eumgn 流到
eumhp 淹淹一息
eumik 水流雲散
eummu 港元
eumnp 淹死
eumrc 油光可鑒
eumru 洗碗
eumru 流露出
eumtc 洗頭
eumtc 汕頭
eumui 洗碗機
eumwj 沉醉
eumwj 沈醉
eumwl 洗面
eumy 澆下
eumy 流下
eumy 沈下
eund 港子
eunhs 港務
eunlv 涎眉鄧眼
eunlx 沉陷
eunlx 沈陷
eunpg 潛光隱耀
eunpp 潛光隱德
eunrj 流彈
eunss 港務局
euo 流入
euo 沉入
euocr 流俗
euoie 泡飯
euoji 流傳
euoku 河出伏流
euoma 流會
euond 淘氣
euonm 沈劍虹
euoq 流年
eup 洗心
eupww 沈甸甸
euq 洗手
euqaa 洗手間
euqbd 沉靜
euqbd 沈靜
euqeu 鴻毛泰山
euqeu 鴻毛泰岱
euqfh 浮光掠影
euqhj 游光揚聲
euqmy 流毒
euqqi 潔己奉公
euqvg 汗流接踵
euqyj 洗掉
eur 港口
eure 流口水
euron 沉吟
euron 沈吟
eursn 流別
eurvp 流民
eusbn 洗刷
euseb 洗腎
eusek 滅虢取虞
eusj 洗耳
eusnu 洗眉刷目
eusrg 潛光匿曜
eussv 游目騁懷
eusvr 深山長谷
euswu 流覽
eutbd 泡菜
eutcm 汽電共生
euteh 流蕩
eutei 澆薄
euter 流落
euter 沈落
eutgi 涵義
eutgp 沒齒難忘
eutgt 涵蓋
euthe 波光蕩漾
euthy 波流茅靡
eutja 沉著
eutja 沈著
eutko 蚤出莫入
eutkr 港警
eutnd 流蘇
eutnq 江淹夢筆
eutod 泡茶
eutop 澆花
eutov 涵養
eutpr 水流花落
eutrl 港警所
eutt 淘井
eutvt 涵蘊
eutyw 涵蓄
euuir 深山幽谷
euunu 湖光山色
euunu 水光山色
euuu 流出
euuuo 流出來
euveg 流線型
euvfe 流線
euvfk 流變
euvfx 湘繡
euvgn 江山好改，本性難移
euvgn 江山好改，秉性難移
euvmk 泡狀
euwfk 沉默
euwfk 沈默
euwly 洗罪
euwnk 深山野墺
euwp 沉思
euwp 沈思
euwr 流回
euwrh 浮光略影
euybb 流過
euybg 流離
euybn 漫山遍野
euybn 滿山遍野
euydl 流速
euyfd 沉迷
euyfd 沈迷
euyhv 浣衣
euyhv 洗衣
euyib 涵育
euyif 沿流討源
euyip 酒虎詩龍
euyjj 流連
euyki 水乳交融
euykm 流產
euyko 蚤出夜入
euylb 港市
euym 泡上
euymr 流言
euynb 流通
euyog 流進
euyql 流逝
euyrf 溯流追源
euysk 流放
euysy 流於
euytp 涵意
euyv 流亡
euyvc 洗衣費
euyve 洗衣服
euyvh 洗衣粉
euyvi 洗衣機
euyvp 流氓
euyvp 深見遠慮
euyvr 洗衣店
evahu 濃眉
evaip 漁獵時代
evant 滾開
evbjj 派軍
evbkf 湛然
evbkf 淒然
evbop 淚眼矇矓
evbrb 深表同情
evbum 濃睡
evcgr 滇越鐵路
evddo 淒楚
evdhe 浪板
evdit 治安機關
evdup 渴想
eve 滾水
eveae 浪漫
eveah 濃湯
eveah 滾湯
eveev 婆婆
eveev 浪漫派
eveff 濃淡
evegg 淚眼汪汪
evegi 浪濤
evehf 滾燙
evehv 婆娑
eveil 瀛洲
evejb 漲潮
evejb 浪潮
eveju 法脈準繩
evejv 淒淒
eveor 淒滄
eveoy 瀛海
eveqb 淒清
everb 海晏河清
everu 活眼活現
eveuh 浪淘沙
eveuv 源遠流長
evevj 淡妝濃抹
evewc 沈腰潘鬢
eveyf 淒涼
eveyv 滾滾
evfmg 濃煙
evgde 滾地球
evgif 滾熱
evgis 漲勢
evgpd 滾地
evgrg 瀛臺
evhbr 滾筒
evhca 治喪委員會
evhdn 滾利
evhgi 汝等
evhgs 滾動
evhjg 濃重
evhko 酒食徵逐
evhl 水鄉
evhmr 派生詞
evhmu 溫衾扇枕
evhni 漲風
evhni 淒風
evhrb 水漲船高
evhrb 水長船高
evhvf 派系
evhyr 浪船
evije 渴求
evimi 淒冷
evir 瀛台
evite 濃度
evjbg 汝南王
evjjb 滾輪
evjka 浪者
evjmj 淡妝輕抹
evjmo 婆家
evjmo 派定
evjnm 深根寧極
evjpo 滄浪老人
evjpu 濃密
evjwv 瀛寰
evkbl 濃郁
evlbw 漲幅
evlnc 浪費
evlwr 深根蟠結
evlyj 汝輩
evmad 濃厚
evmao 沒衷一是
evmbe 湛憂
evmbo 滾滾而來
evmbs 濃霧
evmbt 潘安再世
evmep 海懷霞想
evmge 滾球
evmki 流亡政府
evmku 盜食致飽
evmlb 渴雨
evmme 滾雪球
evmnf 濃烈
evmnp 渴死
evmtb 淒厲
evmtc 浪頭
evmtc 派頭
evmue 活眼現報
evnd 婆子
evnd 浪子
evnoi 滾蛋
evo 浪人
evoeu 酒囊飯包
evoev 酒囊飯袋
evohg 派任
evohl 渴仰
evoip 渴念
evomc 漲價
evomc 派兵
evone 漲停板
evorp 滿懷信心
evoyn 漲停
evp 婆心
evphh 淒淒慘慘
evpih 淒慘
evpsh 淒切
evqdj 濃抹
evrbc 派員
evrmc 浪跡
evrmo 漲跌
evrsn 派別
evrwk 淒咽
evsmr 派司
evsmv 鴻衣羽裳
evtap 渴慕
evteh 浪蕩
evter 漲落
evter 滾落
evtgi 派對
evtgk 淒美
evthd 浪蕩子
evtni 濃蔭
evtod 濃茶
evtop 浪花
evtst 湛藍
evusv 水遠山長
evutj 濃妝豔抹
evutt 濃豔
evuu 派出
evuub 濃妝艷飾
evuue 濃妝艷服
evuui 滾出去
evuuj 濃妝艷抹
evuuj 濃裝艷抹
evuul 派出所
evuuv 濃妝艷裹
evuyu 水遠山遙
evvf 水災
evvfa 濃縮
evvff 婆婆媽媽
evvfm 漲紅
evvfr 派給
evvhp 婆媳
evviv 婆娘
evvju 淒婉
evvmv 濃妝
evwgg 濃墨
evwgl 婆羅洲
evwgn 婆羅門
evwrb 深根固蒂
evwrc 滾圓
evwrm 深根固本
evwrm 深根固柢
evybg 渴望
evyfd 淒迷
evyhs 滾邊
evyjo 浮湛連蹇
evylr 派遣
evym 滾上
evym 派上
evyyd 浪遊
ew 水田
ewabd 浪酒閒茶
ewabj 酒暈
ewamg 酒量
ewan 油門
ewbcc 油膩膩
ewbdh 油彩
ewbic 油膩
ewbkf 油然
ewbpa 油脂
ewbtk 油膜
ewcbb 油鍋
ewcii 酒錢
ewcir 滇緬公路
ewckp 江東父老
ewctj 潘金蓮
ewd 水果
ewdbr 油桐
ewddo 池酒林胾
ewdlv 酒樓
ewdmf 酒杯
ewdnb 酒桶
ewdnb 油桶
ewdsc 酒櫃
ewe 淄水
ewe 泅水
ewe 泗水
ewe 油水
eweae 瀾漫
ewebb 溜滑
ewebb 酒渦
ewebb 油滑
ewebh 溜滑梯
ewede 油漆
ewedm 油渣
ewees 油漆匠
ewehw 溜溜
ewelw 油油
ewems 油污
eweqc 油漬
ewera 河圖洛書
ewery 桑田滄海
ewesp 油泥
ewesp 涕泗滂沱
ewewu 沈湎酒色
eweyk 油液
eweyn 河涸海乾
ewfal 添油熾薪
ewfbt 酒精燈
ewfda 酒糟
ewfdb 酒精
ewfdj 油料
ewfkc 酒類
ewfmg 油煙
ewfmu 油光
ewfnt 油燈
ewfos 油炸
ewg 水里
ewgbm 酒壺
ewgg 水墨
ewghr 油垢
ewgm 水墨畫
ewgol 河西走廊
ewgyo 溜走
ewgys 酒坊
ewgys 油坊
ewhae 酒泉
ewhdu 油箱
ewhjr 油管
ewhkr 滿面笑容
ewhoo 酒徒
ewhpl 油印
ewhui 酒鬼
ewhxc 酒興
ewhyr 油艙
ewhyr 油船
ewieg 溜冰鞋
ewieh 溜冰場
ewifk 酒廠
ewifk 油廠
ewijj 油庫
ewikf 潑油救火
ewime 溜冰
ewiri 游回磨轉
ewitb 酒席
ewiyr 酒店
ewjav 酒宴
ewjcb 酒窩
ewjjb 油輪
ewjjn 涸乾
ewjmo 酒家
ewjmo 洒家
ewjov 酒家女
ewjvl 治國安邦
ewjwj 油車
ewkbd 河東獅子
ewkbu 河東獅吼
ewkdu 河東獅子吼
ewke 酒友
ewkf 油灰
ewkhn 酒瘋
ewklb 油布
ewknp 酒癮
ewkra 添油加醋
ewkrw 添油加醬
ewks 酒力
ewksv 鴻圖大展
ewlbt 酒盅
ewlf 水鴨
ewlgm 油畫
ewlnc 油費
ewmcr 油頁岩
ewmfr 滴酒不沾
ewmkg 油壓
ewmms 河東三篋
ewmrc 油礦
ewmre 油泵
ewmrw 海涸石爛
ewmry 桑田碧海
ewmwj 酒醉
ewmwv 酒釀
ewnau 酒色
ewnhb 瀋陽市
ewnlh 瀋陽
ewnoi 滷蛋
ewobo 滷肉
ewogj 油罐車
ewoie 油飯
ewoii 酒令
ewoir 酒館
ewoit 油餅
ewoiv 酒食
ewold 油條
ewoma 酒會
ewomc 油價
eworb 酒舖
eword 酒保
ewou 酒仙
ewoug 油罐
ewphm 油性
ewqan 滿面春風
ewqau 滿園春色
ewqou 濟困扶危
ewqyj 溜掉
ewrau 酒吧
ewrjd 滷味
ewrmc 油跡
ewrnb 又當別論
ewrrr 酒器
ewruv 酒吧女
ewryb 油嘴
ewsca 油層
ewsiq 酒肆
ewtbd 滷菜
ewtbd 酒菜
ewtbd 油菜
ewtbf 油煎
ewtdp 油菜花
ewtjb 鴻圖華構
ewtod 油茶
ewtop 油花
ewtt 油井
ewttn 酒瓶
ewttn 油瓶
ewv 酒女
ewvfe 油綠
ewvfp 油紙
ewvgr 浪瀾壯闊
ewvgr 波瀾壯闊
ewvoc 涕泗縱橫
ewvpr 滿面怒容
eww 油田
ewwgg 油墨
ewwyi 酒母
ewygq 溜達
ewyi 水母
ewyku 涕泗交流
ewyrb 油膏
ewyrr 酒話
ewyru 油亮
ewysc 酒旗
ewytp 酒意
ewyuu 油亮亮
ewyvt 淵圖遠算
ewyvt 深圖遠算
ewyxk 洪福齊天
exbms 濟助
exci 濟公
excsc 濟貧
exeaa 滔滔汩汩
exebx 滔滔
exedu 瀟湘
exemp 瀟灑
exemw 瀟洒
exetx 瀟瀟
exevv 滔滔滾滾
exeyx 濟濟
exjbb 濟南市
exjbj 濟南
exjln 濟事
exkgj 滔滔雄辯
exmfg 濟濟一堂
exmfl 滔滔不斷
exmfu 滔滔不絕
exmfv 滔滔不竭
exmk 滔天
exmmp 濟惡
exnmp 濟急
exnng 濟濟多士
exosl 染舊作新
expt 濟世
exqkl 汰舊換新
extvi 濟茲
exwd 濟困
exyjb 滔滔辯論
eyahm 海星
eyamg 海量
eyan 海門
eyant 海關
eyayf 海景
eybcj 海賊
eybhi 海豹
eybj 水運
eybjj 海軍
eybmo 海豚
eybnr 海膽
eybp 水龍
eybue 水母目蝦
eycir 濱海公路
eycpi 海釣
eycta 海錯
eydcu 滄海橫流
eyddf 海禁
eydfu 漁海樵山
eye 海水
eyebv 河海清宴
eyede 海波
eyedw 滄海桑田
eyeer 海水浴
eyefh 淤沙
eyegi 海法
eyehv 海派
eyeig 治外法權
eyeii 淤淺
eyeiv 海浪
eyejb 海潮
eyejc 海濱
eyekb 淤滯
eyeko 流下淚來
eyeot 海盜
eyeqd 海洋學
eyerf 淚下沾襟
eyerk 海洛英
eyerw 海洛因
eyesp 淤泥
eyetb 海溝
eyetg 海灘
eyetq 海洋
eyetu 海港
eyeue 海涵
eyevn 海灣
eyeyu 海流
eyfbd 海棠
eygds 沿海地區
eygim 海域
eygje 海報
eygpd 海地
eyhaf 海鳥
eyhau 海島
eyhbt 淤血
eyhdc 淤積
eyhni 海風
eyhq 海牛
eyifl 海神
eyihm 海底
eyihv 海參崴
eyiih 海參
eyjbj 海南
eyjbu 海南島
eyjd 淳於.單于
eyjii 海專
eyjjb 海輪
eyjln 海事
eyjtg 淤塞
eyk 水文
eykhb 海獅
eykhc 海獺
eykhr 海狗
eykm 水產
eykpb 海帶
eykr 水族館
eykrf 海外奇談
eylif 海螺
eylip 海蛇
eym 水上
eymec 沈舟破釜
eymgm 海王星
eymhg 海砂屋
eymhm 流於形式
eymjw 海平面
eymmd 滄海一粟
eymnq 滄海一鱗
eymvh 海牙
eymwl 海面
eynao 海象
eynbg 海角
eynfe 海鰻
eynfq 海鮮
eyniy 海外
eynlb 海隅
eynlg 海陸
eynls 海防
eynwf 海魚
eynxu 海龜
eyob 海內
eyobu 海外僑胞
eyoby 海內外
eyoii 海蝕
eyopc 海貨
eypc 水龍頭
eypuc 海頓
eyqib 海捕
eyqik 海拔
eyqli 海蜇
eyr 海口
eyrbc 海員
eyrjd 海味
eyrji 海戰
eyrlx 海嘯
eyrmr 海路
eyrrk 海獸
eysk 水族
eysqf 海馬
eysrf 海鷗
eyswt 海鹽
eytaj 海草
eytbd 海菜
eyted 海藻
eytir 海苔
eytlf 海燕
eytmt 海葬
eytnk 海葵
eytog 海難
eytu 水道
eyu 海山
eyuje 海岸線
eyuko 海峽
eyumj 海岸
eyuwl 海岬
eyvfb 海綿
eywg 海里
eywim 海國
eywrw 海圖
eyybj 海運
eyybp 海龍
eyycb 海商
eyycd 滄海遺珠
eyydm 法外施仁
eyydp 法外施恩
eyyhs 海邊
eyyjl 海運界
eyykm 海產
eyylb 海市
eyym 海上
eyypg 海龍王
eyyrf 汴京
eyyrv 溢於言表
eyyry 溢於言外
eyytb 海端
faaou 熠熠閃亮
fabnr 嘗膽
fafda 糟粕
fafde 糟糠
fafdf 糟糕
fafdu 糌粑
fafql 半間半界
fagam 糟塌
fagi 小時
fagif 熾熱
fahgb 光緒皇帝
fahm 火星
fahtc 嘗甜頭
faik 小時候
faist 熾盛
faja 小暑
fam 小旦
famfl 半間不界
famg 火星塞
famgn 嘗到
famnf 熾烈
fannb 燔書阬儒
fant 小開
faofe 粉白黛綠
faoff 粉白黛黑
faoie 燴飯
faonp 榮諧伉儷
farf 小照
farmm 糟蹋
fatih 熾茂
favmm 熠熠紅星
fawgf 粉白墨黑
faydl 嘗新
fayrm 嘗試
faysn 糟透了
fb 小月
fbab 精明
fbah 小腸
fbanj 精闢
fbbbb 精髓
fbbbb 脊髓
fbbd 精采
fbbdh 精彩
fbbe 小朋友
fbbm 尚且
fbbq 常用
fbbse 常服
fbbsj 常勝軍
fbbuu 常見
fbccu 精銳
fbcdw 精鍊
fbce 小販
fbcl 小腳
fbded 脊樑
fbdgb 脊椎骨
fbdog 脊椎
fbdyg 脊柱
fbecd 脊梁
fbedg 糊塗
fbegj 精準
fbetv 精湛
fbewt 常溫
fbeyk 精液
fbfbb 常常
fbfbr 炯炯
fbfbw 精當
fbfd 糯米
fbfdj 精粹
fbfdw 精煉
fbfef 煙消火滅
fbfmu 精光
fbfnk 炳煥
fbfqc 半青半黃
fbfwi 炳燭
fbgp 尚志
fbhaa 精簡
fbhab 幣帛
fbhbn 幣制
fbhbt 精算
fbhdv 常委
fbhdx 糯稻
fbhgo 堂而皇之
fbhjc 敝帚千金
fbhje 尖端科技
fbhnv 精製
fbhok 精微
fbhop 常德
fbhso 勞師動眾
fbhud 敝帚自享
fbhuh 敝帚自珍
fbhuh 弊帚自珍
fbhva 常委會
fbhvh 雀角鼠牙
fbhw 小貓
fbiav 精良
fbidb 勞師糜餉
fbidh 粉骨糜身
fbids 粉骨糜軀
fbifl 精神
fbift 常禮
fbilb 精神病
fbilj 精神科
fbilm 脊髓神經
fbipj 精明能幹
fbipp 常態
fbjbv 精囊
fbjd 尚未
fbjhr 常客
fbjjj 精幹
fbjjn 常軌
fbjln 常事
fbjpu 精密
fbjue 精密度
fbkb 常有
fbkbl 炯炯有神
fbkff 煙銷灰滅
fbkg 火雞
fbkg 小雞
fbkij 粉飾太平
fbkkp 尖嘴猴腮
fbklg 常在
fbklg 尚在
fbks 精力
fblga 尚書
fblii 精蟲
fblll 常川
fblp 精忠
fblpb 脊背
fblvk 常數
fbm 精工
fbmbo 精靈
fbmbr 卷席而居
fbmbt 卷席而葬
fbmfq 常備不懈
fbmge 精確度
fbmgg 常理
fbmik 煙消雲散
fbmjh 粉骨碎身
fbmmk 光明正大
fbmms 精巧
fbmnr 尚可
fbmpm 尚武
fbmrf 尚有可為
fbmrg 精確
fbmrr 光明磊落
fbmrt 精研
